date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,OT
2019/1/15,551314,16794,806204,10.9090004,5.88399E+12,1.269000053,31.54599953,4.25E+19,63995179008,0.073200002,146.4629974,0.143999994,3483483392,363860,15.80200005,302147,18363,3661
2019/1/16,581094,11842,854316,10.82699966,5.88399E+12,1.486999989,30.68600082,3.82E+19,63400681472,0.107000001,166.5910034,0.159999996,2762800384,389465,15.80099964,305569,18790,3626
2019/1/17,514682,10550,831491,11.33899975,5.88399E+12,1.458999991,30.10300064,3.80E+19,63357468672,0.108000003,151.3560028,0.152999997,2399148800,368724,15.81599998,296568,21544,3623
2019/1/18,554253,10566,794645,10.43500042,5.88399E+12,1.199000001,28.98699951,3.78E+19,63597039616,0.074000001,146.7059937,0.167999998,2283401216,387309,15.79699993,305827,19125,3637
2019/1/19,454973,8293,738045,10.82699966,5.88399E+12,1.047000051,26.26799965,3.92E+19,64510144512,0.046799999,97.74900055,0.158000007,1619422720,321738,15.79599953,282055,16923,3689
2019/1/20,446051,8315,625012,9.171999931,5.88399E+12,0.730000019,25.53700066,4.59E+19,63627886592,0.037300002,73.76599884,0.157000005,1722151680,303473,15.79399967,293961,17285,3638
2019/1/21,523017,17537,734970,9.600000381,5.88399E+12,1.052000046,28.51399994,4.25E+19,62243536896,0.047800001,131.352005,0.158999994,2110258688,353639,15.77700043,315052,18571,3558
2019/1/22,519865,14099,793686,11.07699966,5.88399E+12,1.269999981,28.15500069,4.13E+19,62512549888,0.068300001,156.1190033,0.142000005,2478443520,358780,15.77999973,295910,18601,3573
2019/1/23,593232,14403,759990,9.862999916,5.88399E+12,1.228000045,27.43199921,4.26E+19,62852452352,0.083099999,156.072998,0.156000003,2457359360,379981,15.77499962,293348,19434,3592
2019/1/24,566739,17178,692186,8.888999939,5.88399E+12,1.123000026,28.54899979,4.20E+19,62569598976,0.088699996,130.2879944,0.173999995,2347643392,374322,15.77299976,307984,19994,3576
2019/1/25,523778,21745,760520,10.43500042,5.88399E+12,1.41900003,27.43300056,4.49E+19,62656577536,0.097400002,151.8950043,0.140000001,2400719104,388203,15.77799988,300947,17787,3580
2019/1/26,512501,11933,718215,9.600000381,5.88399E+12,1.049999952,24.77799988,4.06E+19,63018020864,0.074600004,93.1740036,0.167999998,1773545344,355186,15.77600002,288135,16307,3601
2019/1/27,430181,9492,678870,10.51099968,5.88399E+12,0.921000004,24.63899994,4.36E+19,62624886784,0.054099999,78.49500275,0.142000005,1508328064,306429,15.77600002,276514,14794,3578
2019/1/28,541648,18485,770125,9.930999756,5.83666E+12,1.315999985,31.14999962,4.20E+19,60806246400,0.099100001,173.628006,0.151999995,2976060672,380863,15.77099991,307917,19069,3474
2019/1/29,534219,16468,778181,9.862999916,5.81466E+12,1.253000021,30.39800072,4.09E+19,60083630080,0.090999998,113.3710022,0.155000001,2585945600,381334,15.76000023,326016,19242,3432
2019/1/30,528518,24145,829541,10.5880003,5.81466E+12,1.233999968,28.51000023,4.34E+19,60657442816,0.079000004,116.3270035,0.136999995,2817680896,369684,15.75300026,321844,19785,3464
2019/1/31,572176,21299,783696,9.289999962,5.81466E+12,1.476999998,28.11800003,4.04E+19,60570988544,0.088699996,110.5279999,0.169,2626335744,387745,15.75199986,353790,20616,3459
2019/2/1,590243,28557,784072,9.11400032,5.81466E+12,1.649999976,26.96100044,4.46E+19,60501635072,0.085900001,122.6480026,0.156000003,3220882688,403062,15.85400009,339183,14658,3455
2019/2/2,499556,16411,757396,10,5.81466E+12,1.041000009,24.9260006,4.57E+19,60582064128,0.056000002,87.15200043,0.137999997,1931538560,338041,15.85400009,321888,15728,3459
2019/2/3,447396,7954,724160,10.43500042,5.81466E+12,0.84799999,23.49500084,4.00E+19,60500054016,0.0548,82.63500214,0.150000006,1668876672,312514,15.82699966,300033,15208,3454
2019/2/4,524791,21553,784463,9.795999527,5.81466E+12,0.921999991,29.66699982,4.22E+19,60302184448,0.0493,84.31800079,0.150999993,2032040064,365594,15.81499958,335141,18658,3442
2019/2/5,559509,26913,802565,9.795999527,5.81466E+12,0.927999973,33.78099823,4.24E+19,60370276352,0.048500001,103.4449997,0.150999993,2166953216,396257,15.84000015,353922,19792,3446
2019/2/6,598210,35689,800137,8.779999733,5.81466E+12,1.052000046,32.13299942,4.56E+19,59571675136,0.046100002,98.62799835,0.155000001,2305049344,385779,15.76299953,349432,20673,3400
2019/2/7,562218,25203,713160,8.276000023,5.81466E+12,0.763999999,30.56200027,4.89E+19,59437674496,0.0341,90.5,0.151999995,2224668416,381522,15.76599979,352872,18834,3392
2019/2/8,576688,30472,729261,8.833999634,5.81466E+12,1.016000032,31.625,5.00E+19,60998791168,0.071999997,124.697998,0.143000007,2641012224,411278,15.7869997,335117,20304,3481
2019/2/9,492019,19850,705352,9.600000381,5.81466E+12,0.938000023,29.97299957,4.49E+19,63979978752,0.060699999,100.7809982,0.153999999,2067722240,339595,15.78800011,310742,18400,3650
2019/2/10,429046,7518,705346,10.28600025,5.89401E+12,0.773000002,26.70299911,4.14E+19,63901880320,0.041200001,57.2120018,0.155000001,1600284928,301331,15.79100037,299469,15294,3645
2019/2/11,542544,25273,784190,9.930999756,6.06152E+12,1.261000037,28.26399994,4.40E+19,63768522752,0.086300001,119.9749985,0.151999995,2347246080,365089,15.77600002,315580,17137,3637
2019/2/12,744912,42240,889958,11.25,6.06152E+12,2.101000071,28.33699989,4.14E+19,63316500480,0.200000003,288.4159851,0.142000005,2486724352,379933,15.78100014,271445,18536,3611
2019/2/13,683689,38550,857617,9.411999702,6.06152E+12,1.830000043,27.59900093,4.00E+19,63417380864,0.186000004,167.3240051,0.175999999,2669879296,433948,15.84899998,352498,19037,3617
2019/2/14,535009,27910,860001,10.2130003,6.06152E+12,1.463999987,27.07500076,4.83E+19,63145279488,0.101999998,105.9489975,0.133000001,2095542016,380066,15.85499954,354342,20146,3601
2019/2/15,509495,26114,807873,11.33899975,6.06152E+12,1.639999986,25.99900055,4.00E+19,63158177792,0.133000001,144.522995,0.144999996,2394133504,378340,15.85599995,296602,17973,3601
2019/2/16,550473,7836,766757,9.600000381,6.06152E+12,1.17900002,24.82099915,3.95E+19,63443243008,0.093699999,87.0510025,0.173999995,2010834304,361506,15.86400032,331987,14503,3617
2019/2/17,462206,7522,690273,9.05700016,6.06152E+12,0.95599997,24.1609993,4.96E+19,63502618624,0.057300001,61.36299896,0.145999998,1762891136,312544,15.86600018,327304,15013,3620
2019/2/18,604582,13076,809431,9.289999962,6.06152E+12,1.496000051,33.73600006,4.79E+19,66599923712,0.115000002,108.6139984,0.156000003,2904020992,402898,15.89599991,344119,20088,3796
2019/2/19,589473,20100,812649,9.230999947,6.06152E+12,1.843000054,35.27999878,4.75E+19,69033893888,0.185000002,135.4140015,0.165000007,3337000704,426345,15.89799976,348086,20657,3935
2019/2/20,611970,17209,893195,11.07699966,6.06152E+12,2.272000074,32.85300064,4.09E+19,69183569920,0.225999996,170.3099976,0.159999996,3180884480,415350,15.89599991,314190,19783,3943
2019/2/21,568415,14343,895104,12.10099983,6.06152E+12,2.280999899,31.23200035,3.99E+19,69185478656,0.230000004,162.6119995,0.150000006,2947073792,393786,15.89400005,297476,18673,3942
2019/2/22,659655,15550,813363,8.944000244,6.06152E+12,1.886999965,29.97900009,4.13E+19,69472550912,0.218999997,126.2819977,0.197999999,2767250688,431439,15.91600037,347677,18990,3958
2019/2/23,489686,12159,757262,10.06999969,6.06152E+12,1.404000044,30.33099937,4.82E+19,70322913280,0.147,88.67900085,0.150999993,2624873216,356237,15.9090004,328096,17467,4006
2019/2/24,476422,11948,810198,10.51099968,6.06408E+12,1.697000027,36.81200027,4.13E+19,70574628864,0.172000006,84.30500031,0.170000002,2382406144,341253,15.89700031,320309,19043,4020
2019/2/25,550416,17225,844004,10.06999969,6.07185E+12,2.128000021,31.87700081,4.30E+19,67106836480,0.195999995,132.0449982,0.162,3274279936,397534,15.88899994,336491,18557,3822
2019/2/26,628703,17952,826141,8.944000244,6.07185E+12,1.751000047,29.66900063,4.46E+19,67128553472,0.172000006,112.1419983,0.175999999,3001158400,422585,15.9289999,366407,18337,3823
2019/2/27,580327,15591,847877,10.2130003,6.07185E+12,1.820000052,27.90399933,4.20E+19,67060994048,0.158999994,131.3220062,0.163000003,3165795840,416458,15.95800018,344419,17989,3819
2019/2/28,577452,16044,864280,9.600000381,6.07185E+12,1.590999961,27.63500023,4.70E+19,67317018624,0.134000003,112.0439987,0.155000001,3518053888,419830,15.67599964,367677,17668,3833
2019/3/1,603147,14839,805852,8.888999939,6.07185E+12,1.483999968,26.61000061,4.96E+19,67389263872,0.143999994,119.2549973,0.158999994,2869065472,435343,15.67300034,354260,16498,3837
2019/3/2,542789,16666,889312,10.9090004,6.07185E+12,1.511999965,24.58300018,4.39E+19,67200151552,0.123000003,88.7480011,0.145999998,2302705152,383778,15.60200024,335732,14475,3826
2019/3/3,453635,15612,792584,9.862999916,6.07185E+12,1.159000039,24.28899956,4.23E+19,67084673024,0.098899998,56.52899933,0.166999996,4401255424,334670,15.60200024,353537,14176,3819
2019/3/4,575279,21915,808530,10.51099968,6.07185E+12,1.63499999,27.27499962,4.35E+19,65808375808,0.158999994,190.7550049,0.150000006,3498393856,400766,15.60099983,304051,17545,3746
2019/3/5,615117,28717,734006,9.663999557,6.07185E+12,1.534999967,28.70499992,4.18E+19,66525696000,0.174999997,280.4460144,0.171000004,3470341888,426441,15.59899998,285567,18838,3786
2019/3/6,636450,19856,817130,11.25,6.07185E+12,2.346999884,28.40500069,4.14E+19,67771158528,0.250999987,312.3829956,0.152999997,2983208960,420056,15.59799957,277735,18028,3857
2019/3/7,616471,18085,727597,10.14099979,6.07185E+12,2.105999947,27.5739994,4.28E+19,68255105024,0.272000015,306.5209961,0.164000005,3138959616,423274,15.59599972,282381,18488,3884
2019/3/8,614245,17932,722121,9.862999916,6.07185E+12,1.85800004,26.25099945,4.29E+19,68473188352,0.238000005,300.572998,0.169,2855351808,433937,15.64000034,285118,17183,3896
2019/3/9,540407,13380,642282,10.43500042,6.07185E+12,1.404000044,25.93000031,4.13E+19,68820287488,0.182999998,274.1489868,0.165999994,2226581504,370462,15.62800026,239354,17366,3915
2019/3/10,445492,12170,577445,10.5880003,6.07122E+12,1.110999942,24.94400024,4.49E+19,68833861632,0.138999999,269.6530151,0.150000006,1934120320,316664,15.62800026,212741,15841,3916
2019/3/11,654955,14902,782630,10.14099979,6.06889E+12,1.707999945,26.49699974,3.98E+19,68368289792,0.160999998,305.2739868,0.175999999,2776955648,437704,15.63199997,294599,18186,3889
2019/3/12,615505,20136,727728,10.06999969,6.06889E+12,1.73300004,26.52099991,4.38E+19,68059234304,0.193000004,303.5690002,0.160999998,2944938240,427595,15.64299965,285510,19917,3871
2019/3/13,609454,15466,821372,10.66699982,6.06889E+12,2.092000008,25.69199944,4.19E+19,68073017344,0.226999998,308.7479858,0.158999994,2942167040,412103,15.67800045,285822,18492,3871
2019/3/14,654299,18305,749851,9.289999962,6.06889E+12,1.902999997,24.70499992,4.16E+19,68127338496,0.224000007,305.0660095,0.184,3360451584,440632,15.67599964,299774,20023,3874
2019/3/15,643452,17975,721835,9.411999702,6.06889E+12,1.601999998,24.52199936,4.96E+19,68671537152,0.194000006,316.3819885,0.152999997,2917576192,441408,15.6789999,296817,20206,3904
2019/3/16,545186,12983,569132,8.833999634,6.06889E+12,1.085999966,25.3220005,4.66E+19,70463905792,0.150999993,278.3049927,0.177000001,2376630528,372957,15.67700005,262104,17435,4006
2019/3/17,457003,12107,543878,9.862999916,6.06889E+12,0.912,24.26199913,4.96E+19,70155698176,0.107000001,254.3800049,0.148000002,1967272704,324028,15.67599964,227144,15347,3988
2019/3/18,600067,24376,678233,8.944000244,6.06889E+12,1.100000024,27.05800056,4.34E+19,70253273088,0.101000004,268.8380127,0.187000006,2814149376,419040,15.67700005,291344,18737,3993
2019/3/19,657981,19240,663657,8.276000023,6.06889E+12,1.016000032,28.92900085,5.20E+19,70437011456,0.100000001,269.9880066,0.169,2818710784,437236,15.68900013,304570,18727,4003
2019/3/20,652569,17326,684263,8.944000244,6.06889E+12,1.333999991,29.28000069,4.91E+19,70764281856,0.169,295.9089966,0.166999996,3070342400,425307,15.66699982,304799,19248,4021
2019/3/21,622889,19671,742944,10.06999969,6.06889E+12,1.950000048,29.56500053,4.49E+19,70863142912,0.245000005,320.2829895,0.163000003,3237103616,425738,15.67599964,300569,19423,4026
2019/3/22,625180,23477,672939,8.944000244,6.06889E+12,1.332000017,26.60000038,4.84E+19,70399393792,0.136000007,313.3129883,0.167999998,2837539584,435473,15.67500019,298363,16970,3999
2019/3/23,519525,12099,595725,9.930999756,6.06889E+12,0.981000006,24.05500031,4.58E+19,70417031168,0.091700003,286.5270081,0.159999996,2044427008,362474,15.68799973,251428,15265,4000
2019/3/24,475539,11190,538986,9.600000381,6.36892E+12,0.829999983,23.09499931,4.93E+19,70233292800,0.0744,254.8350067,0.152999997,1854228864,331350,15.69200039,226016,13501,3989
2019/3/25,605883,17657,776089,9.729999542,6.37927E+12,1.554999948,25.58300018,4.49E+19,69968347136,0.142000005,216.1360016,0.165999994,2804603648,419805,15.70300007,322043,17740,3974
2019/3/26,572451,13247,914999,10.74600029,6.37927E+12,2.128999949,25.84499931,4.66E+19,69258854400,0.202000007,131.0829926,0.144999996,2970396672,410895,15.70400047,366281,17060,3933
2019/3/27,689861,13592,904405,9.663999557,6.37927E+12,2.513999939,28.59600067,4.52E+19,70689038336,0.289000005,174.5,0.170000002,2989560320,445765,15.72000027,383037,18796,4014
2019/3/28,654617,14818,916249,9.862999916,6.37927E+12,2.553999901,26.81599998,4.54E+19,71018037248,0.280000001,162.048996,0.165999994,3243278592,450016,15.76000023,393552,19331,4032
2019/3/29,665574,14570,910726,9.795999527,6.37927E+12,3.34100008,27.61599922,4.77E+19,71867285504,0.363000005,193.6970062,0.163000003,3588471552,442468,15.77700043,369670,19794,4080
2019/3/30,618000,10008,929526,10.35999966,6.37927E+12,3.052000046,23.98399925,4.70E+19,72288329728,0.363000005,156.8549957,0.156000003,2509432064,406134,15.78600025,377644,16862,4103
2019/3/31,554027,9841,930324,10.35999966,6.37927E+12,2.503999949,23.02599907,4.19E+19,72284299264,0.298999995,144.8390045,0.173999995,2330880256,363088,15.72700024,381513,13999,4103
2019/4/1,615050,19553,919462,10.5880003,6.37927E+12,3.512000084,29.15999985,4.53E+19,72920571904,0.414000005,211.7039948,0.160999998,3295362304,421623,15.72900009,368768,19381,4138
2019/4/2,784070,39673,917508,9.171999931,6.37927E+12,5.513999939,64.98899841,4.52E+19,81872166912,0.745000005,309.2520142,0.214000002,6940594176,533178,15.61100006,401350,31271,4646
2019/4/3,736732,18222,914967,10.14099979,6.37927E+12,7.414999962,68.23500061,4.73E+19,88619433984,1.044999957,411.7730103,0.203999996,4980171264,493018,15.61800003,360108,27604,5028
2019/4/4,706579,17925,898250,10.28600025,6.37927E+12,8.11400032,49.69499969,4.47E+19,87663755264,1.194000006,299.8529968,0.211999997,4770229248,467177,15.64599991,354520,19138,4974
2019/4/5,793234,13920,907871,9.11400032,6.37927E+12,5.497000217,40.25600052,4.84E+19,87868407808,0.808000028,193.5200043,0.215000004,4080200704,484783,15.63700008,386932,21242,4985
2019/4/6,556798,10879,917618,10.35999966,6.37956E+12,4.447999954,34.21099854,4.78E+19,88990867456,0.563000023,112.4570007,0.192000002,2831026688,375248,15.63300037,359430,18512,5048
2019/4/7,549143,12182,868123,10.2130003,6.39302E+12,4.629000187,35.29899979,4.27E+19,90567319552,0.609000027,79.32700348,0.222000003,3106754560,341033,15.6420002,350490,18379,5137
2019/4/8,680096,20871,918336,9.729999542,6.39302E+12,6.593999863,42.38800049,4.66E+19,92123193344,1.072000027,216.727005,0.222000003,4623177216,444905,15.65600014,372269,21850,5224
2019/4/9,668509,29681,914041,10.9090004,6.39302E+12,6.513999939,38.84600067,4.58E+19,91703025664,0.944999993,222.1880035,0.200000003,4669920256,441603,15.65999985,345939,21506,5200
2019/4/10,690323,20912,915638,9.729999542,6.39302E+12,5.699999809,38.33100128,4.49E+19,92810887168,0.851999998,158.7160034,0.230000004,4606465024,463003,15.67199993,396353,20630,5262
2019/4/11,724745,23995,922055,9.171999931,6.39302E+12,5.551000118,39.65399933,4.86E+19,90393149440,0.847000003,162.5679932,0.218999997,5243637760,464462,15.70300007,402645,19646,5125
2019/4/12,694266,20107,884001,9.536000252,6.39302E+12,5.059999943,34.93000031,4.89E+19,88962940928,0.769999981,152.1799927,0.204999998,4012930816,452730,15.72000027,376616,19211,5043
2019/4/13,531281,15019,869725,10.66699982,6.39302E+12,3.77699995,29.06100082,4.49E+19,89723174912,0.287,93.48100281,0.199000001,2847060992,364909,15.72399998,366941,14753,5086
2019/4/14,513403,15161,897706,11.80300045,6.39302E+12,3.630000114,28.9260006,4.22E+19,89631039488,0.361000001,101.2180023,0.189999998,3005216000,339129,15.72999954,336908,15018,5080
2019/4/15,665599,20857,912957,9.930999756,6.39302E+12,4.177000046,33.81900024,4.03E+19,90435387392,0.513000011,169.3419952,0.239999995,4154100224,454444,15.72399998,381328,21915,5125
2019/4/16,633359,25505,896965,9.930999756,6.39302E+12,4.054999828,34.64199829,4.74E+19,90091167744,0.535000026,206.4810028,0.203999996,3708563712,442865,15.71700001,358372,20162,5105
2019/4/17,629462,23658,902130,10.43500042,6.39302E+12,4.282999992,34.81800079,4.47E+19,92130852864,0.601999998,259.973999,0.209999993,5632345088,440499,15.71800041,350599,18090,5220
2019/4/18,626217,24770,926204,9.663999557,6.39302E+12,3.743999958,32.63000107,4.49E+19,92929794048,0.541999996,185.9909973,0.226999998,5891159040,439587,15.73799992,382832,17682,5265
2019/4/19,707240,29698,918234,9.473999977,6.39302E+12,3.96600008,32.17599869,4.90E+19,92846514176,0.591000021,166.1920013,0.211999997,4854685696,431903,15.77200031,361976,18120,5260
2019/4/20,517466,17912,907384,10.99199963,6.39302E+12,3.427000046,30.73500061,4.54E+19,93750755328,0.537999988,132.576004,0.199000001,3603157248,347330,15.76599979,319709,17709,5310
2019/4/21,617706,10787,877369,8.888999939,6.35772E+12,2.424999952,29.82500076,4.82E+19,93246013440,0.273000002,71.20400238,0.226999998,2487382016,327200,15.76299953,390573,17222,5281
2019/4/22,541338,26237,870041,10.74600029,6.35303E+12,4.019999981,33.41600037,4.66E+19,93772529664,0.624000013,198.8329926,0.199000001,5446523904,389356,15.63599968,341880,17408,5310
2019/4/23,620537,40138,912601,12.41399956,6.35303E+12,6.241000175,43.76200104,3.90E+19,97662451712,0.930000007,402.7019958,0.218999997,6476874752,431252,15.6619997,311637,22296,5530
2019/4/24,771743,27547,919674,8.833999634,6.35303E+12,6.028999805,38.50600052,4.39E+19,96904142848,1.06099999,245.7120056,0.270999998,8152589312,502942,15.66600037,404116,19743,5487
2019/4/25,634122,23926,924603,10.06999969,6.35303E+12,5.013000011,36.39300156,4.83E+19,95925288960,0.83099997,201.9609985,0.210999995,6800980480,452399,15.68700027,383946,19506,5431
2019/4/26,674357,20571,912588,9.536000252,6.35303E+12,4.623000145,37.41400146,4.69E+19,92746301440,0.75999999,196.0529938,0.221000001,5944742912,465312,15.60900021,381058,21070,5250
2019/4/27,549855,10353,925283,10.51099968,6.35303E+12,3.08100009,29.11899948,4.83E+19,92784181248,0.432999998,96.98699951,0.192000002,2837992448,361049,15.6239996,358871,16710,5252
2019/4/28,519657,11815,770961,8.833999634,6.35303E+12,2.299999952,27.7140007,4.47E+19,92943220736,0.268999994,86.61699677,0.245000005,3022061568,349359,15.6239996,383128,17580,5260
2019/4/29,665433,16498,855870,8.833999634,6.35303E+12,3.367000103,30.9260006,5.18E+19,92594855936,0.540000021,245.9989929,0.213,4403475968,443062,15.52600002,363044,20448,5240
2019/4/30,719281,28429,899400,10.28600025,6.35303E+12,4.65899992,30.44199944,4.86E+19,93043245056,0.657000005,321.7730103,0.199000001,4595772928,477122,15.51799965,346346,21581,5265
2019/5/1,689453,14141,878786,8.420999527,6.35303E+12,2.980000019,30.52099991,5.07E+19,94635458560,0.448000014,111.0309982,0.232999995,3927975680,435768,15.53800011,439378,20851,5354
2019/5/2,644849,11817,851260,7.826000214,6.35303E+12,2.737999916,32.14199829,5.49E+19,96029147136,0.393999994,111.5329971,0.233999997,3933229056,459729,15.55000019,452462,22445,5432
2019/5/3,695016,18862,904175,9.473999977,6.35303E+12,4.104000092,40.86800003,5.33E+19,1.00846E+11,0.644999981,247.727005,0.211999997,4885429248,486074,15.5539999,382880,24485,5704
2019/5/4,538771,14303,908610,10.9090004,6.55405E+12,3.546000004,34.80899811,4.81E+19,1.01675E+11,0.535000026,137.3159943,0.203999996,3761940992,389436,15.56099987,355778,17068,5750
2019/5/5,524044,13301,931057,11.16300011,6.70217E+12,3.753999949,34.49399948,4.23E+19,1.02165E+11,0.56400001,137.9680023,0.229000002,3482004736,349607,15.56799984,330603,16535,5778
2019/5/6,659573,17489,908994,9.536000252,6.70217E+12,3.887000084,35.34700012,4.68E+19,1.01022E+11,0.632000029,189.6009979,0.239999995,4394551296,446044,15.56400013,378325,17404,5712
2019/5/7,636469,27733,908495,11.33899975,6.70217E+12,5.498000145,40.91500092,4.68E+19,1.04727E+11,0.887000024,389.6019897,0.213,4999805440,456010,15.45800018,329816,23358,5921
2019/5/8,728492,19238,907981,9.473999977,6.70217E+12,5.583000183,41.7820015,4.72E+19,1.04384E+11,0.958000004,307.4049988,0.250999987,5081708544,502017,15.39700031,392929,21963,5901
2019/5/9,684903,21149,911632,9.600000381,6.70217E+12,5.399000168,46.36399841,4.84E+19,1.07648E+11,1.044999957,328.6960144,0.248999998,5511122944,483246,15.46500015,361419,23754,6085
2019/5/10,640022,26611,890047,11.52000046,6.70217E+12,7.34100008,50.08499908,4.62E+19,1.11771E+11,1.411999941,450.0499878,0.231000006,5937393664,468711,15.59700012,322838,26998,6318
2019/5/11,653576,24834,917647,11.07699966,6.70217E+12,7.15199995,64.23799896,4.34E+19,1.20429E+11,1.491999984,409.2869873,0.273999989,6109498880,439227,15.57999992,344827,28634,6807
2019/5/12,730067,20098,911056,9.11400032,6.70217E+12,5.007999897,66.93800354,4.78E+19,1.26659E+11,1.271000028,358.428009,0.312000006,5006559232,411087,15.57999992,338413,24282,7158
2019/5/13,759715,31783,898227,8.623000145,6.70217E+12,5.103000164,76.83200073,5.43E+19,1.30951E+11,1.199000001,416.8569946,0.300000012,6631002624,498869,15.53499985,390261,30708,7400
2019/5/14,758599,35904,894692,9.473999977,6.70217E+12,6.53000021,89.97399902,5.45E+19,1.41398E+11,1.656999946,487.3850098,0.298000008,8270841856,514668,15.38000011,367218,30481,7988
2019/5/15,726829,47286,909571,9.663999557,6.70217E+12,9.364999771,73.57800293,4.99E+19,1.42461E+11,2.322999954,504.7139893,0.331,9033704448,525079,15.26099968,368752,26417,8047
2019/5/16,772040,30625,906968,9.862999916,6.70217E+12,11.13199997,68.44999695,5.02E+19,1.41495E+11,2.881000042,509.2520142,0.326999992,8345283584,527445,15.25500011,374916,25357,7992
2019/5/17,797091,27511,910634,9.536000252,6.70217E+12,10.7510004,67.8239975,5.02E+19,1.29035E+11,2.588999987,464.7659912,0.307000011,7291206144,505602,15.27499962,361503,24758,7287
2019/5/18,729951,16935,899666,9.411999702,6.70378E+12,6.585999966,50.7179985,4.98E+19,1.29773E+11,1.705000043,219.0789948,0.300999999,4457668096,436867,15.32800007,359551,21030,7328
2019/5/19,631633,20330,871045,8.833999634,6.70463E+12,5.811999798,55.75799942,5.26E+19,1.40128E+11,1.77699995,215.5220032,0.324999988,5030895104,384485,15.33100033,346696,23521,7912
2019/5/20,720988,25251,868940,8.944000244,6.70463E+12,8.468000412,57.86299896,5.77E+19,1.39926E+11,2.289999962,376.4100037,0.300999999,6046790656,466864,15.34599972,381421,26986,7900
2019/5/21,791236,22264,911556,9.411999702,6.70463E+12,9.576999664,55.13299942,5.00E+19,1.40617E+11,2.500999928,385.3320007,0.335999995,6100990464,505421,15.35099983,380736,26690,7938
2019/5/22,783448,23386,893892,8.623000145,6.70463E+12,7.809000015,51.77000046,5.19E+19,1.39675E+11,2.171999931,331.2479858,0.344000012,6505913856,490134,15.30000019,394720,28228,7884
2019/5/23,710613,24131,913728,9.11400032,6.70463E+12,7.668000221,48.2159996,5.63E+19,1.36449E+11,1.978999972,291.0010071,0.291999996,6368508416,475882,15.32800007,389185,23030,7701
2019/5/24,726478,29232,886810,9.411999702,6.70463E+12,9.121999741,47.38199997,5.03E+19,1.41326E+11,2.460000038,379.4200134,0.333000004,6930779648,497942,15.43700027,373729,24832,7975
2019/5/25,603488,18773,889359,10.28600025,6.70463E+12,6.823999882,42.77000046,5.17E+19,1.42182E+11,1.912999988,214.5420074,0.291000009,4347286528,385862,15.44299984,338258,21858,8023
2019/5/26,565068,18383,795489,8.727000237,6.70463E+12,4.443999767,45.26699829,5.05E+19,1.4361E+11,0.996999979,119.6399994,0.345999986,4490767872,358179,15.56400013,373907,24478,8103
